id|jcc_id|number|city|is_deleted|deleted_date
438|18|1827|Makinohara|0|
439|19|1901|Gifu|0|
440|19|1902|Ogaki|0|
441|19|1903|Takayama|0|
442|19|1904|Tajimi|0|
443|19|1905|Seki|0|
444|19|1906|Nakatsugawa|0|
445|19|1907|Mino|0|
446|19|1908|Mizunami|0|
447|19|1909|Hashima|0|
448|19|1910|Ena|0|
449|19|1911|Minokamo|0|
450|19|1912|Toki|0|
451|19|1913|Kakamigahara|0|
452|19|1914|Kani|0|
453|19|1915|Yamagata|0|
454|19|1916|Mizuho|0|
455|19|1917|Hida|0|
456|19|1918|Motosu|0|
457|19|1919|Gujo|0|
458|19|1920|Gero|0|
459|19|1921|Kaizu|0|
460|20|2001|Nagoya|0|
461|20|2002|Toyohashi|0|
462|20|2003|Okazaki|0|
463|20|2004|Ichinomiya|0|
464|20|2005|Seto|0|
465|20|2006|Handa|0|
466|20|2007|Kasugai|0|
467|20|2008|Toyokawa|0|
468|20|2009|Tsushima|0|
469|20|2010|Hekinan|0|
470|20|2011|Kariya|0|
471|20|2012|Toyota|0|
472|20|2013|Anjo|0|
473|20|2014|Nishio|0|
474|20|2015|Gamagori|0|
475|20|2016|Inuyama|0|
476|20|2017|Tokoname|0|
477|20|2018|Moriyama|1|1963-02-09
478|20|2019|Konan|0|
479|20|2020|Bisai|1|2005-03-31
480|20|2021|Komaki|0|
481|20|2022|Inazawa|0|
482|20|2023|Shinshiro|0|
483|20|2024|Tokai|0|
484|20|2025|Obu|0|
485|20|2026|Chita|0|
486|20|2027|Takahama|0|
487|20|2028|Chiryu|0|
488|20|2029|Owariasahi|0|
489|20|2030|Iwakura|0|
490|20|2031|Toyoake|0|
491|20|2032|Nissin|0|
492|20|2033|Tahara|0|
493|20|2034|Aisai|0|
494|20|2035|Kiyosu|0|
495|20|2036|Kitanagoya|0|
496|20|2037|Yatomi|0|
497|20|2038|Miyoshi|0|
498|20|2039|Ama|0|
499|20|2040|Nagakute|0|
500|21|2101|Tsu|0|
501|21|2102|Yokkaichi|0|
502|21|2103|Ise|0|
503|21|2104|Matsusaka|0|
504|21|2105|Kuwana|0|
505|21|2106|Ueno|1|2004-10-31
506|21|2107|Suzuka|0|
507|21|2108|Nabari|0|
508|21|2109|Owase|0|
509|21|2110|Kameyama|0|
510|21|2111|Toba|0|
511|21|2112|Kumano|0|
512|21|2113|Hisai|1|2005-12-31
513|21|2114|Ujiyamada|1|1954-12-31
514|21|2115|Inabe|0|
515|21|2116|Shima|0|
516|21|2117|Iga|0|
517|22|2201|Kyoto|0|
518|22|2202|Fukuchiyama|0|
519|22|2203|Maiduru|0|
520|22|2204|Ayabe|0|
521|22|2205|Uji|0|
522|22|2206|Miyazu|0|
523|22|2207|Kameoka|0|
524|22|2208|Joyo|0|
525|22|2209|Nagaokakyo|0|
526|22|2210|Muko|0|
527|22|2211|Yawata|0|
528|22|2212|Kyotanabe|0|
529|22|2213|Kyotango|0|
530|22|2214|Nantan|0|
531|22|2215|Kizugawa|0|
532|23|2301|Otsu|0|
533|23|2302|Hikone|0|
534|23|2303|Nagahama|0|
535|23|2304|Omihachiman|0|
536|23|2305|Yokaichi|1|2005-02-10
537|23|2306|Kusatsu|0|
