id|jcc_id|number|city|is_deleted|deleted_date
322|13|1336|Fujimi|0|
323|13|1337|Misato|0|
324|13|1338|Hasuda|0|
325|13|1339|Sakado|0|
326|13|1340|Satte|0|
327|13|1341|Tsurugashima|0|
328|13|1342|Hidaka|0|
329|13|1343|Yoshikawa|0|
330|13|1344|Saitama|0|
331|13|1345|Fujimino|0|
332|13|1346|Shiraoka|0|
333|14|1401|Mito|0|
334|14|1402|Hitachi|0|
335|14|1403|Tsuchiura|0|
336|14|1404|Koga|0|
337|14|1405|Ishioka|0|
338|14|1406|Shimodate|1|2005-03-27
339|14|1407|Yuki|0|
340|14|1408|Ryugasaki|0|
341|14|1409|Nakaminato|1|1994-10-31
342|14|1410|Shimotsuma|0|
343|14|1411|Mitsukaido|1|2005-12-31
344|14|1412|Hitachiota|0|
345|14|1413|Katsuta|1|1994-10-31
346|14|1414|Takahagi|0|
347|14|1415|Kitaibaraki|0|
348|14|1416|Kasama|0|
349|14|1417|Toride|0|
350|14|1418|Iwai|1|2005-03-21
351|14|1419|Ushiku|0|
352|14|1420|Tsukuba|0|
353|14|1421|Hitachinaka|0|
354|14|1422|Kashima|0|
355|14|1423|Itako|0|
356|14|1424|Moriya|0|
357|14|1425|Hitachiomiya|0|
358|14|1426|Naka|0|
359|14|1427|Chikusei|0|
360|14|1428|Bandou|0|
361|14|1429|Inashiki|0|
362|14|1430|Kasumigaura|0|
363|14|1431|Sakuragawa|0|
364|14|1432|Kamisu|0|
365|14|1433|Namegata|0|
366|14|1434|Hokota|0|
367|14|1435|Joso|0|
368|14|1436|Tsukubamirai|0|
369|14|1437|Omitama|0|
370|15|1501|Utsunomiya|0|
371|15|1502|Ashikaga|0|
372|15|1503|Tochigi|0|
373|15|1504|Sano|0|
374|15|1505|Kanuma|0|
375|15|1506|Nikko|0|
376|15|1507|Imaichi|1|2006-03-31
377|15|1508|Oyama|0|
378|15|1509|Mooka|0|
379|15|1510|Otawara|0|
380|15|1511|Yaita|0|
381|15|1512|Kuroiso|1|2004-12-31
382|15|1513|Nasushiobara|0|
383|15|1514|Sakura|0|
384|15|1515|Nasukarasuyama|0|
385|15|1516|Shimotsuke|0|
386|16|1601|Maebashi|0|
387|16|1602|Takasaki|0|
388|16|1603|Kiryu|0|
389|16|1604|Isesaki|0|
390|16|1605|Ota|0|
391|16|1606|Numata|0|
392|16|1607|Tatebayashi|0|
393|16|1608|Shibukawa|0|
394|16|1609|Fujioka|0|
395|16|1610|Tomioka|0|
396|16|1611|Annaka|0|
397|16|1612|Midori|0|
398|17|1701|Kofu|0|
399|17|1702|Fujiyoshida|0|
400|17|1703|Enzan|1|2005-10-31
401|17|1704|Tsuru|0|
402|17|1705|Yamanashi|0|
403|17|1706|Otsuki|0|
404|17|1707|Nirasaki|0|
405|17|1708|Minami-Alps|0|
406|17|1709|Hokuto|0|
407|17|1710|Kai|0|
408|17|1711|Fuehuki|0|
409|17|1712|Uenohara|0|
410|17|1713|Koshu|0|
411|17|1714|Chuo|0|
412|18|1801|Shizuoka|0|
413|18|1802|Hamamatsu|0|
414|18|1803|Numadu|0|
415|18|1804|Shimizu|1|2003-03-31
416|18|1805|Atami|0|
417|18|1806|Mishima|0|
418|18|1807|Fujinomiya|0|
419|18|1808|Ito|0|
420|18|1809|Shimada|0|
421|18|1810|Yoshiwara|1|1967-1031
422|18|1811|Iwata|0|
423|18|1812|Yaidu|0|
424|18|1813|Fuji|0|
425|18|1814|Kakegawa|0|
426|18|1815|Fujieda|0|
427|18|1816|Gotemba|0|
428|18|1817|Fukuroi|0|
429|18|1818|Tenryu|1|2005-06-30
430|18|1819|Hamakita|1|2005-06-30
431|18|1820|Shimoda|0|
432|18|1821|Susono|0|
433|18|1822|Kosai|0|
434|18|1823|Izu|0|
435|18|1824|Omaezaki|0|
436|18|1825|Kikugawa|0|
437|18|1826|Izunokuni|0|
