id|dxcc_id|code|subdivision
1|170|AUK|Auckland
2|170|BOP|Bay of Plenty
3|170|NTL|Northland
4|170|WKO|Waikato
5|170|GIS|Gisborne
6|170|HKB|Hawkes Bay
7|170|MWT|Manawatu-Wanganui
8|170|TKI|Taranaki
9|170|WGN|Wellington
10|170|CAN|Canterbury
11|170|MBH|Marlborough
12|170|NSN|Nelson
13|170|TAS|Tasman
14|170|WTC|West Coast
15|170|OTA|Otago
16|170|STL|Southland
