pas148_id|dxcc_code|code|subdivision
1|148|AM|Amazonas
2|148|AN|Anzoategui
3|148|AP|Apure
4|148|AR|Aragua
5|148|BA|Barinas
6|148|BO|Bolívar
7|148|CA|Carabobo
8|148|CO|Cojedes
9|148|DA|Delta Amacuro
10|148|DC|Distrito Capital
11|148|FA|Falcon
12|148|GU|Guarico
13|148|LA|Lara
14|148|ME|Merida
15|148|MI|Miranda
16|148|MO|Monagas
17|148|NE|Nueva Esparta
18|148|PO|Portuguesa
19|148|SU|Sucre
20|148|TA|Tachira
21|148|TR|Trujillo
22|148|VA|Vargas
23|148|YA|Yaracuy
24|148|ZU|Zulia
