id|dxcc_id|code|subdivision
1|27|MI|Minsk (Minskaya voblasts')
2|27|BR|Brest (Brestskaya voblasts')
3|27|HR|Grodno (Hrodzenskaya voblasts')
4|27|VI|Vitebsk (Vitsyebskaya voblasts')
5|27|MA|Mogilev (Mahilyowskaya voblasts')
6|27|HO|Gomel (Homyel'skaya voblasts')
7|27|HM|Horad Minsk
