pas70_id|dxcc_code|code|subdivision
1|70|9|Camaguey
2|70|8|Ciego de vila
3|70|6|Cienfuegos
4|70|3|Ciudad de La Habana
5|70|12|Granma
6|70|14|Guantanamo
7|70|11|Holquin
8|70|99|Isla de la Juventud
9|70|2|La Habana
10|70|10|Las Tunas
11|70|4|Matanzas
12|70|1|Pinar del Rio
13|70|7|Sancti Spiritus
14|70|13|Santiago de Cuba
15|70|5|Villa Clara
