id|dxcc_id|code|subdivision
1|221|15|Koebenhavns amt
2|221|20|Frederiksborg amt
3|221|25|Roskilde amt
4|221|30|Vestsjaellands amt
5|221|35|Storstrøm amt (Storstroems)
6|221|40|Bornholms amt
7|221|42|Fyns amt
8|221|50|Sínderjylland amt (Sydjyllands)
9|221|55|Ribe amt
10|221|60|Vejle amt
11|221|65|Ringkøbing amt (Ringkoebing)
12|221|70|Århus amt (Aarhus)
13|221|76|Viborg amt
14|221|80|Nordjyllands amt
15|221|101|Copenhagen City
16|221|147|Frederiksberg
