pas104_id|dxcc_code|code|subdivision
1|104|H|Chuquisaca
2|104|C|Cochabamba
3|104|B|El Beni
4|104|L|La Paz
5|104|O|Oruro
6|104|N|Pando
7|104|P|Potosi
8|104|S|Santa Cruz
9|104|T|Tarija
