id|dxcc_id|region
1|503|Prague (Praha)
2|503|Central Bohemia (Stredocesky kraj)
3|503|Southern Bohemia (Jihocesky kraj)
4|503|Western Bohemia (Zapadocesky kraj)
5|503|Northern Bohemia (Severoceaky kraj)
6|503|Eastern Bohemia (Vychodocesky kraj)
7|503|Southern Moravia (Jihomoravsky kraj)
8|503|Northern Moravia (Soveromoravsky kraj)
