id|dxcc_id|code|subdivision|is_deleted
1|5|1|Brändö|0
2|5|2|Eckerö|0
3|5|3|Finström|0
4|5|4|Föglö|0
5|5|5|Geta|0
6|5|6|Hammarland|0
7|5|7|Jomala|0
8|5|8|Kumlinge|0
9|5|9|Kökar|0
10|5|10|Lemland|0
11|5|11|Lumparland|0
12|5|12|Maarianhamina|0
13|5|13|Saltvik|0
14|5|14|Sottunga|0
15|5|15|Sund|0
16|5|16|Vårdö|0
17|5|51|Märket|1
