id|dxcc_id|region
1|248|Liguria
2|248|Piedmont (Piemonte)
3|248|Aosta Valley (Valle D'Aosta)
4|248|Lombardy (Lombardia)
5|248|Veneto
6|248|Trentino-South Tyrol (Trentino-Alto Adige)
7|248|Friuli-Venezia Giulia
8|248|Emilia Romagna
9|248|Tuscany (Toscana)
10|248|Abruzzo
11|248|Marche
12|248|Basilicata
13|248|Puglia
14|248|Calabria
15|248|Campania
16|248|Molise
17|248|Latium (Lazio)
18|248|Umbria
19|248|Sicliy (Sicilia)
