pas144_id|dxcc_code|code|subdivision
1|144|MO|Montevideo
2|144|CA|Canelones
3|144|SJ|San Jose
4|144|CO|Colonia
5|144|SO|Soriano
6|144|RN|Rio Negro
7|144|PA|Paysandu
8|144|SA|Salto
9|144|AR|Artigsa
10|144|FD|Florida
11|144|FS|Flores
12|144|DU|Durazno
13|144|TA|Tacuarembo
14|144|RV|Rivera
15|144|MA|Maldonado
16|144|LA|Lavalleja
17|144|RO|Rocha
18|144|TT|Treinta y Tres
19|144|CL|Cerro Largo
