id|dxcc_id|code|subdivision
1|112|II|Antofagasta
2|112|III|Atacama
3|112|I|Tarapacá
4|112|XV|Arica y Parinacota
5|112|IV|Coquimbo
6|112|V|Valparaíso
7|112|RM|Region Metropolitana de Santiago
8|112|VI|Libertador General Bernardo O'Higgins
9|112|VII|Maule
10|112|VIII|Bío-Bío
11|112|IX|La Araucanía
12|112|XIV|Los Ríos
13|112|X|Los Lagos
14|112|XI|Aisén del General Carlos Ibáñez del Campo
15|112|XII|Magallanes
